imageName,Car,Truck,Bus,Motorcycle
00b1884d72d57a22.txt,0,0,6,0
00b2a4aafccef7d9.txt,0,0,0,1
00b3242009873ff3.txt,0,1,0,0
00b36be78f74b084.txt,1,0,0,0
00b40ca7fb1d1b71.txt,0,0,0,1
00b46f64222252e2.txt,1,0,0,0
00b4d07f7be89f98.txt,5,0,0,0
00b57ea228701ef9.txt,0,0,0,1
00b7020162996a7e.txt,0,0,0,1
00b9567ed8027116.txt,0,0,1,0
00ba54c453ea7dde.txt,0,1,0,0
00bb747318114fd8.txt,0,0,1,0
00bbc6153cfa697a.txt,0,0,0,2
00bBgnqEgNOiZHj.txt,0,0,2,0
00bc1qa7RneaHc5.txt,1,1,0,0
00be0d79e0a0e171.txt,0,0,0,1
00be4dbc71a5400a.txt,0,1,0,0
00be683277328b86.txt,0,0,0,4
00bf3355e15e694f.txt,0,0,1,0
00bfc47a9f5ee54d.txt,0,0,0,1
00bffc29492dbc26.txt,5,0,0,0
00BiEhIYVapnGiK.txt,1,0,0,0
00bMnYf0A52judZ.txt,2,0,0,0
00c098c7959397c3.txt,6,0,0,0
00c09e63c45b4752.txt,1,0,0,0
00c0b3bad91b72e7.txt,0,2,0,0
00c0e508d6ad8af3.txt,0,0,3,0
00c1052b74421fda.txt,1,0,0,0
00c145da5480c374.txt,0,1,0,0
00c168620566eaa3.txt,0,0,1,0
00c1c73b6b31866c.txt,0,1,0,0
00c20f0db8cab880.txt,0,0,2,0
00c24466fc51acf9.txt,0,0,1,0
00c2929014c0dddd.txt,0,0,1,0
00c3642bc01c173f.txt,0,0,2,0
00c3fb728099e272.txt,0,0,1,0
00c4bdadc1797f8e.txt,9,0,0,0
00c4e0f500badaa0.txt,0,2,0,0
00c6627065c67d68.txt,0,0,0,1
00c66984fef4edfa.txt,0,2,0,0
00c746a09b822efe.txt,1,0,0,0
00c74e0f11d24f66.txt,0,0,0,4
00c96e0e060aeb2f.txt,0,0,1,0
00c9784bb2c10a48.txt,0,0,0,3
00c9f3f8e860c48f.txt,0,0,1,0
00ca39c9a76bdcbf.txt,0,3,0,0
00ca4b949dd426f8.txt,0,0,5,0
00cacc08df00dec6.txt,0,0,1,0
00cc2f6942fb39d2.txt,0,2,0,0
00ce536bf9d16097.txt,0,0,0,1
00ce7ae0c3c740b5.txt,0,0,1,0
00cf4b885d4015af.txt,0,0,0,1
00cfc8eee9f42dcb.txt,0,0,1,0
00cG2NHuBCF2ekq.txt,1,0,0,0
00cnTeWbryFtbwj.txt,0,1,0,0
00d0e6a2cc25f23e.txt,0,0,0,1
00d17e785bbf2ca1.txt,0,0,2,0
00d1850be22006d3.txt,1,0,0,0
00d209e52665b55b.txt,0,1,0,0
00d366b6a4bf4e15.txt,0,0,2,0
00d4bc290247966b.txt,0,0,0,1
00d5e12c0ad617d3.txt,0,1,0,0
00D5IlDRuGC6Axk.txt,0,1,0,0
00d84ba913808fcc.txt,0,1,0,0
00d963a77c6f2193.txt,1,0,0,0
00d9a751d73ee232.txt,0,0,1,0
00d9db3d2c186504.txt,0,0,1,0
00da0d2c9d359ebe.txt,0,2,0,0
00da9e6282c52cb3.txt,0,0,0,3
00dc5500c7609c96.txt,0,1,0,0
00deafca766e433f.txt,0,1,0,0
00DhC5HogpHc2uM.txt,1,1,0,0
00e04422256b823c.txt,0,0,0,1
00e13aca7d2f904a.txt,0,1,0,0
00e182674b0586ea.txt,0,5,0,0
00e1aedae3224f26.txt,0,0,0,1
00e1dee010109e09.txt,0,0,5,0
00e1f5c75a965668.txt,0,0,2,0
00e2de0a281f485e.txt,0,1,0,0
00e3ac83bc3e8bf3.txt,0,0,0,1
00e481ea1a520175.txt,0,0,3,0
00e4838239232d6e.txt,0,0,2,0
00e49c320e0304bf.txt,0,1,0,0
00e4cd60e84c0463.txt,0,0,3,0
00e577cb0dd95bf4.txt,0,1,0,0
00e73373267a3733.txt,1,0,0,0
00e82dca4d06bd93.txt,1,0,0,0
00e847daf21b5eff.txt,1,0,0,0
00e9f01d1b4f6f40.txt,0,1,0,0
00ea602a9f7eccc2.txt,0,0,0,2
00edd52b1922df7b.txt,0,0,3,0
00eed222dd2f6033.txt,0,0,6,0
00ef013f3b70e84d.txt,0,0,0,2
00ef407e5b2ef618.txt,0,0,1,0
00ef97853dbcf967.txt,0,3,0,0
00eff99787a9c035.txt,1,0,0,0
00esXKQ9eZId0DV.txt,1,1,0,0
00ewBGKhu9vuN7q.txt,1,0,1,2
00f0d74e7540068b.txt,0,0,1,0
00f189e80d7f01b8.txt,0,1,0,0
00f2172c2772b8fc.txt,0,0,2,0
00f27d344416c62a.txt,0,0,0,3
00f509c2f3b0eab7.txt,0,0,0,1
00f5190ebfcac860.txt,0,1,0,0
00f6fd3e6e20fd47.txt,1,0,0,0
00f7148b7f9da4c0.txt,0,0,1,0
00f964619cc0aad1.txt,0,0,1,0
00fa76c526643833.txt,0,0,1,0
00fc28d153484b83.txt,2,0,0,0
00fd61e039be09a4.txt,0,0,0,1
00fdab5764c88407.txt,0,0,0,4
00feba5de216849f.txt,0,0,0,1
00ff807b827d5da7.txt,0,0,0,1
00fRJeP9fn8MHZu.txt,3,1,0,0
00Gx4aVBM5XCQvT.txt,2,1,0,0
00H4Itc8EvBkFNw.txt,0,1,0,0
00h8mfsHHif8TeK.txt,0,0,1,0
00HIdnzzoAxYwZu.txt,1,0,2,0
00HSrcdUgyFHbIJ.txt,0,1,0,0
00j6rSQtci5sg5m.txt,0,1,1,0
00KLaYGXGcGaWHC.txt,1,0,0,0
00LtLNfdlY9LIV2.txt,1,0,0,0
00m6adOrUbYzRBG.txt,1,0,0,0
00m9rzT7AhbX7BW.txt,1,0,0,0
00Mdb0n78SVeuAu.txt,0,1,0,0
00MhzSmKsZMIDba.txt,0,0,2,0
00mi2C2uuLGlYjO.txt,0,1,0,0
00MmMiBUITh9Cth.txt,2,2,0,0
00MtLTEb6F3WCWd.txt,0,0,0,1
00NaJ8ri1kfqmWW.txt,0,1,1,0
00O20naORJaiuWT.txt,1,0,0,0
00O3KoOjB05FRCx.txt,0,1,0,0
00oc32szxHwNn2k.txt,8,1,0,1
00OhzAqRRoQFGtK.txt,1,0,0,0
00p2gzauxqVEwg5.txt,0,1,0,0
00P5dtbkzY1EUbU.txt,1,0,0,0
00q9hHAP8Zc4arH.txt,5,0,2,0
00QTI5mEETPn2D6.txt,1,0,0,0
00s3095uXPaEIw1.txt,1,0,1,1
00taRZU9s1ciyGb.txt,0,1,0,0
00TxPnHFmKlY9yJ.txt,2,0,0,1
00vJpM2ZSVqqGMT.txt,0,0,1,0
00vV1jatbkpvPyo.txt,1,1,0,0
00W4XGwLKQ8xWSQ.txt,0,1,0,0
00wAiIJxADhqiR8.txt,2,0,0,0
00Wf3a4vf3iRiY7.txt,0,0,1,0
00Wu3H8Z16egTwJ.txt,0,1,0,0
00xch2IlAKAw7RY.txt,0,1,0,0
00XHJ0q3lC7d3lm.txt,1,0,1,0
00XM4TXVtQ6jpfp.txt,0,1,0,0
00Y64fKSeHeGblA.txt,8,0,0,1
00YdmirYUKOV3mY.txt,0,1,0,0
00YLmhXpLs8YHQD.txt,4,0,1,1
00yONfuCV4nn3qq.txt,1,0,0,0
00yWrgmHappj1bM.txt,0,1,0,0
00z9cNsL7jEhk0F.txt,1,1,0,0
00zAG4aC3Vd7Un9.txt,5,0,0,0
010025425e4b3516.txt,0,0,0,1
010448367146e339.txt,0,1,0,0
01056d9b4b371707.txt,0,0,0,1
010627943973b5aa.txt,0,3,0,0
0107840f3eb1eba0.txt,0,1,0,0
010ae25a9bd85acd.txt,0,0,0,1
010bb6c78247182d.txt,0,0,0,1
0113f75bf5fb3e3a.txt,0,0,0,1
011537aa85454907.txt,0,0,0,1
01158782588b5b56.txt,0,0,0,1
01171babc2ed890b.txt,2,0,0,0
0119027e39499cb8.txt,0,0,0,2
011a2f70ff2f6792.txt,1,0,0,0
011a8a0a921c2376.txt,0,1,0,0
011b61f12b88d1cc.txt,0,0,1,0
011c0bf3e38a1c7c.txt,0,0,0,1
011c0eeb5162d65c.txt,0,1,0,0
011ca7a289fe7ded.txt,0,1,0,0
011fb53eebf49b04.txt,0,0,0,4
0120cc60db5d58e8.txt,0,0,0,1
0121e9fe75c930d2.txt,0,0,2,0
01226892fe46adee.txt,0,0,1,0
01235a4123d35dd9.txt,0,1,0,0
0123eb86db310612.txt,0,1,0,0
0125334384692058.txt,0,0,2,0
012558681df5ada9.txt,0,1,0,0
0126e913063c49a5.txt,3,0,0,0
0127012f88c9c17c.txt,4,0,0,0
012705f00d27f8fa.txt,0,0,3,0
0127543927a81e26.txt,0,0,0,1
0127ec197e1ff655.txt,0,1,0,0
01284c3191f2da9c.txt,0,0,1,0
012858674b02d06a.txt,0,0,1,0
012ab80f0b591832.txt,0,0,0,5
012e7cb8db7a7fd3.txt,0,1,0,0
012fa96a5e7fcd55.txt,0,1,0,0
012fbcc5db3bfb41.txt,1,0,0,0
012fe9eedd94d1f1.txt,5,0,0,0
013060f774ad4b0d.txt,1,0,0,0
0132c27f807a2539.txt,1,0,0,0
0133391d627e6df4.txt,0,1,0,0
0133ec17a7376c88.txt,0,1,0,0
0134d746ac0681f7.txt,0,0,0,2
0134ec6695707c4e.txt,1,0,0,0
0136f2fee5aa51aa.txt,0,0,1,0
0138c85601b1f5ed.txt,0,0,0,1
01390b86c3dfd155.txt,0,1,0,0
013ae587362ee9f3.txt,0,0,0,1
013c4adfe5054e90.txt,0,2,0,0
013d848121bb1717.txt,0,0,1,0
013e65e838940713.txt,0,0,1,0
013f412be0060e2d.txt,0,1,0,0
013fb189614a73d8.txt,0,1,0,0
014119dc6834fa17.txt,1,0,0,0
0143429b39ea616b.txt,1,0,0,0
01445148d9c0b5c2.txt,0,0,2,0
0144f5e8c2f7a4b0.txt,0,0,0,1
01476bf07a995d50.txt,2,0,0,0
0147994bc80b9c5c.txt,0,0,2,0
014a2d21a3cc8852.txt,0,0,1,0
014ad4c656ffc0f5.txt,2,0,0,0
014af34d74c77416.txt,0,0,1,0
014afe1edd4ca5d8.txt,0,0,1,0
014b255b17a951da.txt,2,0,0,0
014b3f55d0d4f71a.txt,0,0,0,2
014d074f58b81e48.txt,0,0,2,0
014f6057c39fa5fe.txt,0,1,0,0
01507c908c22f836.txt,1,0,0,0
015164ace6056778.txt,0,0,1,0
0153a5b9f1e099cd.txt,1,0,0,0
0154bcb161d5a1dc.txt,0,7,0,0
01558aa19296d9e0.txt,2,0,0,0
01560b8d0f5ec7dc.txt,0,0,0,18
01569861901be82f.txt,0,0,1,0
0156edf0f33e59d3.txt,0,1,0,0
01583d2f6c37c23e.txt,0,1,0,0
0158e9badb606ccf.txt,0,1,0,0
015b98ddab1cf750.txt,0,1,0,0
015ce70d0a81a8d6.txt,0,0,1,0
015d013bdf8cf34f.txt,0,0,0,3
015e4368fc9b19a1.txt,0,0,1,0
015e6051e7521954.txt,0,1,0,0
016006777dc0ac1a.txt,0,0,0,2
0161865177935b8c.txt,13,0,0,0
0161faa394d8f6eb.txt,0,0,1,0
01627c9e236faaef.txt,2,0,0,0
016393f1907f835b.txt,0,0,1,0
0163c40a2a81f762.txt,0,0,4,0
01641505056fd331.txt,0,0,1,0
01644c049ceff0cf.txt,0,1,0,0
0164d85adade5531.txt,0,0,2,0
0164f00f5ff84349.txt,6,0,0,0
01657d47087b18cc.txt,4,0,0,0
01667cead0fda65a.txt,0,1,0,0
01678757d11a7509.txt,0,0,0,1
0167afacca838a6c.txt,0,0,0,1
01690103cf6903ba.txt,1,0,0,0
01698b41dbd9dd78.txt,0,0,1,0
0169958cdbf7eb59.txt,0,0,1,0
0169fa3f5378fe92.txt,0,0,0,4
016ac025b012aac8.txt,0,1,0,0
016bf24e16aec1b7.txt,0,1,0,0
016dad63f3352c01.txt,0,1,0,0
016e1e45766ac79e.txt,0,0,2,0
016f565fda8a4a61.txt,0,1,0,0
0170812d6563353a.txt,0,0,0,4
0171805739279698.txt,0,0,1,0
0173b070dde98f66.txt,6,0,0,0
01746ae82ec46029.txt,0,0,1,0
0175d868bd564c91.txt,0,0,0,1
0176ba8a9354b74c.txt,1,0,0,0
0177b74f43cd23c9.txt,0,0,4,0
01790e9094c0bd92.txt,0,0,0,1
0179c24ceac0e1e8.txt,2,0,0,0
0179f279f1dd3b87.txt,0,1,0,0
0179f78f887f175a.txt,0,1,0,0
017e2c213211ba8e.txt,0,0,1,0
017f92aa41b7cf65.txt,2,0,0,0
0180abbd8512db11.txt,0,0,0,1
018105763aa38823.txt,0,0,0,3
0181953a3ab18ae3.txt,0,0,1,0
01825bf136d37a06.txt,0,0,0,3
018350593a10c72e.txt,0,0,1,0
0183dc2eb796f535.txt,0,0,0,1
01840de72a7a00d2.txt,1,0,0,0
0184ae3c2f258ecc.txt,1,0,0,0
018688fbba70cb89.txt,0,0,0,4
01885b6c353314eb.txt,3,0,0,0
0188f7c16dbd2f2c.txt,1,0,0,0
01899740973985e6.txt,0,0,3,0
018a011cc5a4474b.txt,0,1,0,0
018a74c61f3c1a57.txt,1,0,0,0
018b0c32df49188b.txt,2,0,0,0
018b21127f98427e.txt,0,0,0,1
018b54db84ab6bb3.txt,5,0,0,0
018ccb9748f05cbf.txt,0,0,0,1
018da24e17426672.txt,5,0,0,0
018df220199a5b87.txt,0,0,0,1
018e425817e12a8f.txt,1,0,0,0
018e5c0299860c46.txt,0,1,0,0
018f92be71732515.txt,0,0,0,1
019003d45bca1225.txt,0,1,0,0
019123b87fc4d34c.txt,0,0,0,6
01920e764dd5a16a.txt,1,0,0,0
0192465ba776752e.txt,0,0,0,1
0193991401f83e64.txt,0,0,1,0
0198ef0c9af82acc.txt,1,0,0,0
019bbb290d35a1b6.txt,0,0,0,1
019beaecd0a43588.txt,0,0,3,0
019c93c38ea75254.txt,0,0,2,0
019fae1aa67d8fa2.txt,0,1,0,0
01a1def8bf6b9e53.txt,0,0,1,0
01a236c6828b8242.txt,0,0,0,3
01a460fbd3b6da1b.txt,0,0,0,3
01a584447bc7973d.txt,0,0,1,0
01a599bd26b8ebf8.txt,0,0,1,0
01a60820469b72ac.txt,0,0,1,0
01a851f96c50ab56.txt,0,0,0,4
01a8840d9a9de9b1.txt,0,0,1,0
01a911ff54d20f59.txt,0,1,0,0
01a9b58c61fe1d22.txt,0,0,3,0
01ab51e8239f5718.txt,0,0,1,0
01abc962f64c76b3.txt,0,0,0,2
01ad46727038a8e2.txt,0,0,1,0
01ad6e7350b93baf.txt,0,0,0,1
01adb6975fde9fd7.txt,0,0,0,1
01aef7cedf9faf0b.txt,0,0,0,1
01af0f507ef4cb5b.txt,0,1,0,0
01b00f491225d761.txt,0,0,0,1
01b10c03937ace07.txt,0,0,0,1
01b1982b96fe1551.txt,0,0,1,0
01b232d5fcdc5973.txt,2,0,0,0
01b35f730ae4540a.txt,0,1,0,0
01b4f84b6434f838.txt,0,0,0,1
01b6186065de2517.txt,0,1,0,0
01b7396dfab84172.txt,0,1,0,0
01b7ab70a842c0c5.txt,0,0,0,1
01b8a98d38cf77d6.txt,0,0,0,1
01b8f740b7602873.txt,0,0,0,1
01b929953b0671ae.txt,1,0,0,0
01b945ee77363f26.txt,1,0,0,0
01ba261073a9e8f4.txt,4,0,0,0
01bc4eca7a35eac2.txt,0,0,1,0
01bed35d71d36056.txt,3,0,0,0
01bee2c78c93b5c0.txt,3,0,0,0
01c298da955b8d84.txt,0,0,0,1
01c3702f209b5eaa.txt,0,0,1,0
01c630aede19908b.txt,0,1,0,0
01c63697ede79e57.txt,0,0,0,2
01c64be259132ee3.txt,0,0,1,0
01c7422e3d9b2744.txt,4,0,0,0
01c7d5ce60fefd0c.txt,0,0,0,1
01ca711e5e74bee1.txt,0,0,0,2
01cbe8086b7ec240.txt,0,0,2,0
01cc0f8a81d39848.txt,0,1,0,0
01cc5aa72828872a.txt,0,0,0,1
01ccd3aba47ea679.txt,0,0,4,0
01cdd400bcb87f04.txt,0,1,0,0
01ce57ccd3b3f140.txt,0,0,1,0
01cebb271eed8d2c.txt,0,2,0,0
01cfd6c3e487d4e8.txt,0,0,0,1
